merchant_id,merchant_name,category,country,city,risk_tier,registered_since
MER-01236,Merchant_1236,wire_transfer,BR,Rio de Janeiro,high,2021-05-01
MER-01237,Merchant_1237,electronics,UA,Odessa,high,2023-11-01
MER-01238,Merchant_1238,grocery,DE,Frankfurt,low,2022-01-01
MER-01239,Merchant_1239,travel,CA,Toronto,low,2022-01-01
MER-01240,Merchant_1240,jewelry,US,Chicago,high,2019-04-01
MER-01241,Merchant_1241,electronics,UK,Manchester,low,2011-10-01
MER-01242,Merchant_1242,crypto_exchange,PH,Manila,high,2013-05-01
MER-01243,Merchant_1243,utilities,NG,Lagos,high,2022-12-01
MER-01244,Merchant_1244,clothing,CA,Toronto,low,2014-09-01
MER-01245,Merchant_1245,gas_station,UA,Odessa,high,2014-03-01
MER-01246,Merchant_1246,electronics,CN,Shanghai,high,2014-12-01
MER-01247,Merchant_1247,electronics,UK,Manchester,low,2012-09-01
MER-01248,Merchant_1248,grocery,UK,Manchester,low,2011-01-01
MER-01249,Merchant_1249,electronics,US,Dallas,low,2010-05-01
MER-01250,Merchant_1250,clothing,UA,Kyiv,high,2022-02-01
MER-01251,Merchant_1251,gas_station,CA,Montreal,low,2011-02-01
MER-01252,Merchant_1252,crypto_exchange,UK,London,high,2022-10-01
MER-01253,Merchant_1253,utilities,RO,Bucharest,high,2020-12-01
MER-01254,Merchant_1254,restaurant,NG,Lagos,high,2023-06-01
MER-01255,Merchant_1255,online_gambling,US,Phoenix,high,2020-05-01
MER-01256,Merchant_1256,grocery,US,Dallas,low,2022-02-01
MER-01257,Merchant_1257,gas_station,RO,Cluj,high,2018-07-01
MER-01258,Merchant_1258,entertainment,UK,Birmingham,low,2021-07-01
MER-01259,Merchant_1259,utilities,CN,Beijing,high,2018-11-01
MER-01260,Merchant_1260,grocery,NG,Abuja,high,2021-02-01
MER-01261,Merchant_1261,grocery,UK,London,low,2022-06-01
MER-01262,Merchant_1262,travel,DE,Munich,low,2017-10-01
MER-01263,Merchant_1263,crypto_exchange,PH,Manila,high,2013-06-01
MER-01264,Merchant_1264,entertainment,CA,Montreal,low,2016-05-01
MER-01265,Merchant_1265,restaurant,IN,Bangalore,low,2018-08-01
MER-01266,Merchant_1266,healthcare,US,Chicago,low,2017-01-01
MER-01267,Merchant_1267,clothing,BR,Sao Paulo,low,2017-01-01
MER-01268,Merchant_1268,jewelry,CN,Beijing,high,2024-11-01
MER-01269,Merchant_1269,travel,IN,Mumbai,low,2024-12-01
MER-01270,Merchant_1270,grocery,NG,Lagos,high,2014-12-01
MER-01271,Merchant_1271,crypto_exchange,US,Los Angeles,high,2023-06-01
MER-01272,Merchant_1272,clothing,US,Phoenix,low,2010-03-01
MER-01273,Merchant_1273,gas_station,IN,Bangalore,low,2010-08-01
MER-01274,Merchant_1274,clothing,UA,Kyiv,high,2012-04-01
MER-01275,Merchant_1275,online_retail,UK,London,low,2013-02-01
MER-01276,Merchant_1276,grocery,US,New York,low,2023-11-01
MER-01277,Merchant_1277,utilities,RO,Cluj,high,2020-12-01
MER-01278,Merchant_1278,healthcare,BR,Sao Paulo,low,2014-05-01
MER-01279,Merchant_1279,jewelry,IN,Mumbai,high,2024-11-01
MER-01280,Merchant_1280,travel,RU,St Petersburg,high,2021-08-01
MER-01281,Merchant_1281,healthcare,PH,Manila,high,2017-01-01
MER-01282,Merchant_1282,restaurant,BR,Rio de Janeiro,low,2024-02-01
MER-01283,Merchant_1283,gas_station,NG,Abuja,high,2013-08-01
MER-01284,Merchant_1284,restaurant,BR,Sao Paulo,low,2021-09-01
MER-01285,Merchant_1285,grocery,UK,Manchester,low,2012-12-01
MER-01286,Merchant_1286,entertainment,PH,Cebu,high,2010-12-01
MER-01287,Merchant_1287,grocery,US,Houston,low,2020-07-01
MER-01288,Merchant_1288,healthcare,RO,Bucharest,high,2022-03-01
MER-01289,Merchant_1289,restaurant,DE,Berlin,low,2016-08-01
MER-01290,Merchant_1290,entertainment,BR,Rio de Janeiro,low,2020-10-01
MER-01291,Merchant_1291,clothing,RO,Bucharest,high,2011-05-01
MER-01292,Merchant_1292,gas_station,NG,Lagos,high,2019-01-01
MER-01293,Merchant_1293,wire_transfer,NG,Lagos,high,2021-11-01
MER-01294,Merchant_1294,crypto_exchange,RU,Moscow,high,2022-05-01
MER-01295,Merchant_1295,restaurant,DE,Munich,low,2011-10-01
MER-01296,Merchant_1296,crypto_exchange,IN,Bangalore,high,2018-08-01
MER-01297,Merchant_1297,wire_transfer,UK,London,high,2021-11-01
MER-01298,Merchant_1298,travel,CN,Shanghai,high,2011-05-01
MER-01299,Merchant_1299,wire_transfer,RU,St Petersburg,high,2023-11-01
MER-01300,Merchant_1300,crypto_exchange,CA,Toronto,high,2012-03-01
MER-01301,Merchant_1301,clothing,US,Houston,low,2017-06-01
MER-01302,Merchant_1302,electronics,RU,St Petersburg,high,2016-09-01
MER-01303,Merchant_1303,travel,US,Houston,low,2011-01-01
MER-01304,Merchant_1304,electronics,US,New York,low,2014-08-01
MER-01305,Merchant_1305,restaurant,IN,Mumbai,low,2016-03-01
MER-01306,Merchant_1306,utilities,US,New York,low,2016-12-01
MER-01307,Merchant_1307,online_retail,NG,Lagos,high,2015-06-01
MER-01308,Merchant_1308,online_retail,CA,Vancouver,low,2011-09-01
MER-01309,Merchant_1309,utilities,UA,Odessa,high,2022-06-01
MER-01310,Merchant_1310,gas_station,RO,Bucharest,high,2015-07-01
MER-01311,Merchant_1311,healthcare,US,Dallas,low,2010-10-01
MER-01312,Merchant_1312,electronics,NG,Abuja,high,2012-11-01
MER-01313,Merchant_1313,online_retail,BR,Sao Paulo,low,2015-06-01
MER-01314,Merchant_1314,wire_transfer,CN,Shanghai,high,2024-07-01
MER-01315,Merchant_1315,entertainment,UK,London,low,2019-04-01
MER-01316,Merchant_1316,online_retail,US,Chicago,low,2010-05-01
MER-01317,Merchant_1317,travel,UA,Odessa,high,2014-10-01
MER-01318,Merchant_1318,electronics,UK,Manchester,low,2014-08-01
MER-01319,Merchant_1319,online_retail,BR,Sao Paulo,low,2012-06-01
MER-01320,Merchant_1320,clothing,CA,Toronto,low,2019-09-01
MER-01321,Merchant_1321,electronics,RU,Moscow,high,2018-08-01
MER-01322,Merchant_1322,jewelry,IN,Mumbai,high,2023-03-01
MER-01323,Merchant_1323,online_gambling,US,Dallas,high,2012-07-01
MER-01324,Merchant_1324,gas_station,NG,Abuja,high,2019-12-01
MER-01325,Merchant_1325,clothing,UA,Odessa,high,2024-04-01
MER-01326,Merchant_1326,online_gambling,PH,Manila,high,2014-05-01
MER-01327,Merchant_1327,electronics,CN,Beijing,high,2021-02-01
MER-01328,Merchant_1328,restaurant,BR,Sao Paulo,low,2010-10-01
MER-01329,Merchant_1329,healthcare,NG,Lagos,high,2021-09-01
MER-01330,Merchant_1330,travel,RO,Bucharest,high,2016-03-01
MER-01331,Merchant_1331,online_gambling,NG,Abuja,high,2023-06-01
MER-01332,Merchant_1332,electronics,PH,Manila,high,2018-07-01
MER-01333,Merchant_1333,wire_transfer,IN,Bangalore,high,2011-12-01
MER-01334,Merchant_1334,restaurant,DE,Munich,low,2015-07-01
MER-01335,Merchant_1335,online_gambling,CA,Montreal,high,2016-11-01
MER-01336,Merchant_1336,travel,US,Dallas,low,2014-06-01
MER-01337,Merchant_1337,clothing,US,New York,low,2014-04-01
MER-01338,Merchant_1338,online_gambling,US,Chicago,high,2021-04-01
MER-01339,Merchant_1339,wire_transfer,US,Chicago,high,2018-04-01
MER-01340,Merchant_1340,online_retail,CA,Montreal,low,2010-05-01
MER-01341,Merchant_1341,online_retail,CN,Shanghai,high,2023-12-01
MER-01342,Merchant_1342,online_retail,CN,Beijing,high,2017-02-01
MER-01343,Merchant_1343,clothing,IN,Delhi,low,2023-10-01
MER-01344,Merchant_1344,travel,CN,Shanghai,high,2012-11-01
MER-01345,Merchant_1345,electronics,UK,London,low,2015-09-01
MER-01346,Merchant_1346,healthcare,US,Phoenix,low,2014-08-01
MER-01347,Merchant_1347,online_retail,CN,Shanghai,high,2017-01-01
MER-01348,Merchant_1348,gas_station,UK,London,low,2022-01-01
MER-01349,Merchant_1349,online_gambling,RO,Cluj,high,2010-09-01
MER-01350,Merchant_1350,online_retail,BR,Rio de Janeiro,low,2011-04-01
MER-01351,Merchant_1351,gas_station,DE,Frankfurt,low,2024-06-01
MER-01352,Merchant_1352,gas_station,US,Los Angeles,low,2016-02-01
MER-01353,Merchant_1353,gas_station,RU,St Petersburg,high,2022-03-01
MER-01354,Merchant_1354,crypto_exchange,IN,Delhi,high,2012-01-01
MER-01355,Merchant_1355,healthcare,US,Dallas,low,2014-08-01
MER-01356,Merchant_1356,utilities,US,Phoenix,low,2010-05-01
MER-01357,Merchant_1357,utilities,UA,Kyiv,high,2023-10-01
MER-01358,Merchant_1358,electronics,US,New York,low,2019-05-01
MER-01359,Merchant_1359,gas_station,RO,Cluj,high,2015-12-01
MER-01360,Merchant_1360,clothing,BR,Sao Paulo,low,2022-06-01
MER-01361,Merchant_1361,electronics,UK,London,low,2018-05-01
MER-01362,Merchant_1362,entertainment,BR,Sao Paulo,low,2015-04-01
MER-01363,Merchant_1363,utilities,NG,Abuja,high,2010-08-01
MER-01364,Merchant_1364,utilities,RU,Moscow,high,2020-07-01
MER-01365,Merchant_1365,gas_station,PH,Manila,high,2021-01-01
MER-01366,Merchant_1366,healthcare,RO,Bucharest,high,2014-05-01
MER-01367,Merchant_1367,travel,RU,St Petersburg,high,2017-09-01
MER-01368,Merchant_1368,clothing,RU,St Petersburg,high,2016-01-01
MER-01369,Merchant_1369,travel,NG,Abuja,high,2019-09-01
MER-01370,Merchant_1370,gas_station,NG,Lagos,high,2019-01-01
MER-01371,Merchant_1371,entertainment,CN,Beijing,high,2023-12-01
MER-01372,Merchant_1372,online_retail,IN,Delhi,low,2015-09-01
MER-01373,Merchant_1373,entertainment,BR,Sao Paulo,low,2020-09-01
MER-01374,Merchant_1374,gas_station,PH,Manila,high,2013-08-01
MER-01375,Merchant_1375,grocery,BR,Rio de Janeiro,low,2023-11-01
MER-01376,Merchant_1376,crypto_exchange,BR,Sao Paulo,high,2010-04-01
MER-01377,Merchant_1377,travel,DE,Frankfurt,low,2024-06-01
MER-01378,Merchant_1378,jewelry,BR,Rio de Janeiro,high,2020-02-01
MER-01379,Merchant_1379,clothing,BR,Rio de Janeiro,low,2018-09-01
MER-01380,Merchant_1380,online_retail,US,Dallas,low,2022-12-01
MER-01381,Merchant_1381,electronics,UA,Kyiv,high,2018-10-01
MER-01382,Merchant_1382,clothing,UA,Kyiv,high,2024-12-01
MER-01383,Merchant_1383,clothing,US,Houston,low,2019-11-01
MER-01384,Merchant_1384,online_gambling,UK,Birmingham,high,2023-05-01
MER-01385,Merchant_1385,grocery,IN,Mumbai,low,2019-07-01
MER-01386,Merchant_1386,crypto_exchange,UK,Manchester,high,2015-07-01
MER-01387,Merchant_1387,online_retail,US,Phoenix,low,2022-07-01
MER-01388,Merchant_1388,online_retail,IN,Delhi,low,2011-06-01
MER-01389,Merchant_1389,crypto_exchange,CA,Toronto,high,2012-06-01
MER-01390,Merchant_1390,restaurant,NG,Lagos,high,2022-11-01
MER-01391,Merchant_1391,clothing,UA,Odessa,high,2021-11-01
MER-01392,Merchant_1392,electronics,IN,Mumbai,low,2015-09-01
MER-01393,Merchant_1393,online_gambling,IN,Delhi,high,2013-11-01
MER-01394,Merchant_1394,wire_transfer,IN,Mumbai,high,2010-12-01
MER-01395,Merchant_1395,gas_station,US,Chicago,low,2024-05-01
MER-01396,Merchant_1396,online_retail,RU,Moscow,high,2020-07-01
MER-01397,Merchant_1397,crypto_exchange,DE,Munich,high,2023-07-01
MER-01398,Merchant_1398,utilities,PH,Manila,high,2020-09-01
MER-01399,Merchant_1399,clothing,BR,Rio de Janeiro,low,2022-12-01
MER-01400,Merchant_1400,crypto_exchange,US,Chicago,high,2010-04-01
MER-01401,Merchant_1401,clothing,PH,Manila,high,2015-05-01
MER-01402,Merchant_1402,online_retail,RU,St Petersburg,high,2022-06-01
MER-01403,Merchant_1403,online_retail,NG,Lagos,high,2018-07-01
MER-01404,Merchant_1404,entertainment,DE,Munich,low,2020-07-01
MER-01405,Merchant_1405,grocery,CA,Vancouver,low,2023-12-01
MER-01406,Merchant_1406,travel,RO,Cluj,high,2019-10-01
MER-01407,Merchant_1407,restaurant,UA,Odessa,high,2017-01-01
MER-01408,Merchant_1408,entertainment,PH,Cebu,high,2022-10-01
MER-01409,Merchant_1409,crypto_exchange,RU,Moscow,high,2013-05-01
MER-01410,Merchant_1410,crypto_exchange,CN,Beijing,high,2012-10-01
MER-01411,Merchant_1411,wire_transfer,UA,Kyiv,high,2016-09-01
MER-01412,Merchant_1412,restaurant,US,New York,low,2013-06-01
MER-01413,Merchant_1413,entertainment,US,Los Angeles,low,2021-09-01
MER-01414,Merchant_1414,utilities,RU,Moscow,high,2020-10-01
MER-01415,Merchant_1415,utilities,UK,London,low,2020-02-01
MER-01416,Merchant_1416,electronics,PH,Cebu,high,2015-08-01
MER-01417,Merchant_1417,crypto_exchange,US,Dallas,high,2012-12-01
MER-01418,Merchant_1418,utilities,IN,Mumbai,low,2022-12-01
MER-01419,Merchant_1419,entertainment,RU,St Petersburg,high,2012-04-01
MER-01420,Merchant_1420,wire_transfer,CA,Toronto,high,2014-11-01
MER-01421,Merchant_1421,crypto_exchange,DE,Munich,high,2022-12-01
MER-01422,Merchant_1422,utilities,RU,Moscow,high,2019-03-01
MER-01423,Merchant_1423,online_retail,US,Dallas,low,2024-09-01
MER-01424,Merchant_1424,entertainment,UK,Birmingham,low,2010-09-01
MER-01425,Merchant_1425,online_retail,RO,Bucharest,high,2016-09-01
MER-01426,Merchant_1426,online_gambling,CA,Vancouver,high,2012-07-01
MER-01427,Merchant_1427,travel,US,Phoenix,low,2014-09-01
MER-01428,Merchant_1428,electronics,BR,Rio de Janeiro,low,2011-07-01
MER-01429,Merchant_1429,electronics,RU,St Petersburg,high,2014-04-01
MER-01430,Merchant_1430,online_retail,RO,Cluj,high,2014-01-01
MER-01431,Merchant_1431,clothing,IN,Delhi,low,2023-02-01
MER-01432,Merchant_1432,utilities,UA,Kyiv,high,2021-11-01
MER-01433,Merchant_1433,healthcare,RU,Moscow,high,2016-10-01
MER-01434,Merchant_1434,crypto_exchange,NG,Lagos,high,2012-01-01
MER-01435,Merchant_1435,gas_station,US,Dallas,low,2012-11-01
MER-01436,Merchant_1436,healthcare,NG,Lagos,high,2012-06-01
MER-01437,Merchant_1437,crypto_exchange,US,Houston,high,2021-06-01
MER-01438,Merchant_1438,jewelry,BR,Rio de Janeiro,high,2011-11-01
MER-01439,Merchant_1439,healthcare,UK,Birmingham,low,2022-01-01
MER-01440,Merchant_1440,gas_station,NG,Lagos,high,2012-07-01
MER-01441,Merchant_1441,travel,BR,Sao Paulo,low,2016-04-01
MER-01442,Merchant_1442,online_gambling,RO,Bucharest,high,2022-09-01
MER-01443,Merchant_1443,online_retail,CN,Beijing,high,2023-08-01
MER-01444,Merchant_1444,utilities,NG,Lagos,high,2017-09-01
MER-01445,Merchant_1445,restaurant,US,Los Angeles,low,2012-02-01
MER-01446,Merchant_1446,gas_station,US,Dallas,low,2017-12-01
MER-01447,Merchant_1447,online_retail,BR,Sao Paulo,low,2011-07-01
MER-01448,Merchant_1448,jewelry,CN,Beijing,high,2018-02-01
MER-01449,Merchant_1449,entertainment,US,Chicago,low,2019-01-01
MER-01450,Merchant_1450,online_retail,US,Dallas,low,2010-06-01
MER-01451,Merchant_1451,jewelry,UK,London,high,2013-05-01
MER-01452,Merchant_1452,healthcare,UK,Birmingham,low,2019-04-01
MER-01453,Merchant_1453,grocery,IN,Mumbai,low,2024-05-01
MER-01454,Merchant_1454,healthcare,BR,Sao Paulo,low,2015-03-01
MER-01455,Merchant_1455,gas_station,NG,Lagos,high,2024-05-01
MER-01456,Merchant_1456,online_gambling,US,Phoenix,high,2016-12-01
MER-01457,Merchant_1457,electronics,US,Chicago,low,2016-04-01
MER-01458,Merchant_1458,gas_station,RU,Moscow,high,2010-07-01
MER-01459,Merchant_1459,online_gambling,US,Los Angeles,high,2024-04-01
MER-01460,Merchant_1460,online_gambling,UA,Odessa,high,2023-04-01
MER-01461,Merchant_1461,travel,RO,Cluj,high,2011-12-01
MER-01462,Merchant_1462,crypto_exchange,DE,Munich,high,2013-07-01
MER-01463,Merchant_1463,online_gambling,CA,Montreal,high,2020-11-01
MER-01464,Merchant_1464,entertainment,CN,Shanghai,high,2010-05-01
MER-01465,Merchant_1465,restaurant,UK,London,low,2017-07-01
MER-01466,Merchant_1466,online_retail,US,New York,low,2020-09-01
MER-01467,Merchant_1467,healthcare,US,Los Angeles,low,2021-04-01
MER-01468,Merchant_1468,online_gambling,UK,Birmingham,high,2023-05-01
MER-01469,Merchant_1469,utilities,RO,Cluj,high,2022-11-01
MER-01470,Merchant_1470,utilities,CN,Shanghai,high,2017-05-01
MER-01471,Merchant_1471,travel,IN,Bangalore,low,2021-01-01
MER-01472,Merchant_1472,travel,UK,Manchester,low,2010-01-01
MER-01473,Merchant_1473,grocery,US,Dallas,low,2022-06-01
MER-01474,Merchant_1474,online_retail,CN,Beijing,high,2021-12-01
MER-01475,Merchant_1475,healthcare,BR,Sao Paulo,low,2023-11-01
MER-01476,Merchant_1476,online_retail,UK,Manchester,low,2022-11-01
MER-01477,Merchant_1477,crypto_exchange,RO,Cluj,high,2023-05-01
MER-01478,Merchant_1478,online_retail,UK,London,low,2013-11-01
MER-01479,Merchant_1479,grocery,DE,Munich,low,2012-11-01
MER-01480,Merchant_1480,online_retail,DE,Frankfurt,low,2020-02-01
MER-01481,Merchant_1481,utilities,PH,Cebu,high,2016-08-01
MER-01482,Merchant_1482,restaurant,BR,Rio de Janeiro,low,2012-05-01
MER-01483,Merchant_1483,online_gambling,UK,London,high,2019-03-01
MER-01484,Merchant_1484,clothing,CN,Beijing,high,2010-11-01
MER-01485,Merchant_1485,jewelry,CA,Montreal,high,2017-07-01
MER-01486,Merchant_1486,grocery,US,Dallas,low,2012-12-01
MER-01487,Merchant_1487,crypto_exchange,UA,Odessa,high,2015-02-01
MER-01488,Merchant_1488,wire_transfer,CN,Beijing,high,2013-01-01
MER-01489,Merchant_1489,restaurant,CN,Beijing,high,2014-07-01
MER-01490,Merchant_1490,electronics,CA,Montreal,low,2015-07-01
MER-01491,Merchant_1491,travel,RU,St Petersburg,high,2019-07-01
MER-01492,Merchant_1492,wire_transfer,NG,Abuja,high,2013-02-01
MER-01493,Merchant_1493,online_gambling,NG,Lagos,high,2019-06-01
MER-01494,Merchant_1494,electronics,CN,Beijing,high,2020-05-01
MER-01495,Merchant_1495,clothing,RO,Cluj,high,2021-02-01
MER-01496,Merchant_1496,gas_station,US,Los Angeles,low,2021-12-01
MER-01497,Merchant_1497,online_retail,DE,Berlin,low,2010-03-01
MER-01498,Merchant_1498,online_retail,PH,Cebu,high,2014-02-01
MER-01499,Merchant_1499,online_retail,US,Phoenix,low,2024-02-01
MER-01500,Merchant_1500,jewelry,IN,Bangalore,high,2021-03-01
MER-01501,Merchant_1501,gas_station,DE,Frankfurt,low,2024-06-01
MER-01502,Merchant_1502,online_gambling,CA,Vancouver,high,2023-08-01
MER-01503,Merchant_1503,utilities,US,Phoenix,low,2013-12-01
MER-01504,Merchant_1504,restaurant,IN,Bangalore,low,2014-08-01
MER-01505,Merchant_1505,grocery,UK,Birmingham,low,2011-02-01
MER-01506,Merchant_1506,crypto_exchange,US,Dallas,high,2022-12-01
MER-01507,Merchant_1507,gas_station,US,Houston,low,2011-11-01
MER-01508,Merchant_1508,grocery,IN,Bangalore,low,2022-03-01
MER-01509,Merchant_1509,healthcare,DE,Munich,low,2015-03-01
MER-01510,Merchant_1510,online_retail,UK,London,low,2017-10-01
MER-01511,Merchant_1511,wire_transfer,CN,Shanghai,high,2015-08-01
MER-01512,Merchant_1512,clothing,CN,Shanghai,high,2017-04-01
MER-01513,Merchant_1513,restaurant,RU,Moscow,high,2019-03-01
MER-01514,Merchant_1514,gas_station,UK,Manchester,low,2018-04-01
MER-01515,Merchant_1515,online_retail,US,Los Angeles,low,2014-06-01
MER-01516,Merchant_1516,travel,PH,Cebu,high,2017-12-01
MER-01517,Merchant_1517,travel,CA,Toronto,low,2011-12-01
MER-01518,Merchant_1518,restaurant,US,New York,low,2018-11-01
MER-01519,Merchant_1519,utilities,UK,Birmingham,low,2019-04-01
MER-01520,Merchant_1520,online_retail,NG,Lagos,high,2023-09-01
MER-01521,Merchant_1521,grocery,US,Dallas,low,2020-02-01
MER-01522,Merchant_1522,travel,CA,Vancouver,low,2010-12-01
MER-01523,Merchant_1523,online_gambling,RO,Bucharest,high,2013-08-01
MER-01524,Merchant_1524,grocery,UK,London,low,2024-12-01
MER-01525,Merchant_1525,restaurant,RU,St Petersburg,high,2024-11-01
MER-01526,Merchant_1526,wire_transfer,RU,Moscow,high,2019-06-01
MER-01527,Merchant_1527,clothing,UK,Manchester,low,2017-11-01
MER-01528,Merchant_1528,gas_station,CA,Montreal,low,2010-04-01
MER-01529,Merchant_1529,restaurant,US,New York,low,2013-08-01
MER-01530,Merchant_1530,restaurant,UA,Kyiv,high,2024-10-01
MER-01531,Merchant_1531,clothing,PH,Manila,high,2020-12-01
MER-01532,Merchant_1532,travel,RO,Cluj,high,2011-09-01
MER-01533,Merchant_1533,gas_station,US,New York,low,2010-08-01
MER-01534,Merchant_1534,wire_transfer,BR,Rio de Janeiro,high,2019-10-01
MER-01535,Merchant_1535,crypto_exchange,RU,St Petersburg,high,2014-06-01
MER-01536,Merchant_1536,clothing,RU,St Petersburg,high,2023-07-01
MER-01537,Merchant_1537,travel,US,New York,low,2019-11-01
MER-01538,Merchant_1538,utilities,CN,Shanghai,high,2016-05-01
MER-01539,Merchant_1539,electronics,US,Phoenix,low,2017-03-01
MER-01540,Merchant_1540,online_gambling,CN,Shanghai,high,2016-11-01
MER-01541,Merchant_1541,jewelry,US,Los Angeles,high,2023-01-01
MER-01542,Merchant_1542,online_gambling,BR,Rio de Janeiro,high,2010-01-01
MER-01543,Merchant_1543,crypto_exchange,UK,Manchester,high,2017-09-01
MER-01544,Merchant_1544,gas_station,CN,Shanghai,high,2024-09-01
MER-01545,Merchant_1545,utilities,DE,Frankfurt,low,2016-12-01
MER-01546,Merchant_1546,entertainment,UA,Odessa,high,2017-11-01
MER-01547,Merchant_1547,electronics,CA,Vancouver,low,2010-10-01
MER-01548,Merchant_1548,grocery,UK,London,low,2013-08-01
MER-01549,Merchant_1549,jewelry,US,Houston,high,2023-11-01
MER-01550,Merchant_1550,online_retail,UA,Kyiv,high,2014-11-01
MER-01551,Merchant_1551,clothing,US,Chicago,low,2018-01-01
MER-01552,Merchant_1552,jewelry,BR,Sao Paulo,high,2024-11-01
MER-01553,Merchant_1553,grocery,UK,Birmingham,low,2023-04-01
MER-01554,Merchant_1554,clothing,RO,Bucharest,high,2016-03-01
MER-01555,Merchant_1555,utilities,NG,Abuja,high,2022-09-01
MER-01556,Merchant_1556,jewelry,US,Dallas,high,2020-01-01
MER-01557,Merchant_1557,entertainment,IN,Delhi,low,2020-11-01
MER-01558,Merchant_1558,entertainment,RU,St Petersburg,high,2015-06-01
MER-01559,Merchant_1559,restaurant,NG,Lagos,high,2014-11-01
MER-01560,Merchant_1560,travel,RO,Bucharest,high,2023-10-01
MER-01561,Merchant_1561,restaurant,US,Dallas,low,2023-01-01
MER-01562,Merchant_1562,healthcare,NG,Abuja,high,2023-01-01
MER-01563,Merchant_1563,gas_station,UK,Birmingham,low,2016-11-01
MER-01564,Merchant_1564,clothing,UK,Birmingham,low,2017-03-01
MER-01565,Merchant_1565,utilities,RU,St Petersburg,high,2015-12-01
MER-01566,Merchant_1566,wire_transfer,US,Phoenix,high,2023-05-01
MER-01567,Merchant_1567,grocery,US,New York,low,2022-12-01
MER-01568,Merchant_1568,jewelry,BR,Sao Paulo,high,2012-07-01
MER-01569,Merchant_1569,travel,UA,Kyiv,high,2012-03-01
MER-01570,Merchant_1570,travel,US,Chicago,low,2012-06-01
MER-01571,Merchant_1571,gas_station,RO,Bucharest,high,2014-07-01
MER-01572,Merchant_1572,wire_transfer,CN,Shanghai,high,2014-10-01
MER-01573,Merchant_1573,clothing,RU,St Petersburg,high,2019-02-01
MER-01574,Merchant_1574,grocery,CN,Beijing,high,2022-10-01
MER-01575,Merchant_1575,online_gambling,DE,Frankfurt,high,2014-10-01
MER-01576,Merchant_1576,electronics,RO,Cluj,high,2019-11-01
MER-01577,Merchant_1577,restaurant,RO,Cluj,high,2022-07-01
MER-01578,Merchant_1578,wire_transfer,PH,Cebu,high,2019-04-01
MER-01579,Merchant_1579,entertainment,US,Houston,low,2017-11-01
MER-01580,Merchant_1580,restaurant,UA,Kyiv,high,2014-09-01
MER-01581,Merchant_1581,wire_transfer,BR,Rio de Janeiro,high,2014-04-01
MER-01582,Merchant_1582,wire_transfer,CA,Vancouver,high,2017-09-01
MER-01583,Merchant_1583,online_retail,DE,Munich,low,2021-03-01
MER-01584,Merchant_1584,grocery,UK,Manchester,low,2018-03-01
MER-01585,Merchant_1585,entertainment,DE,Frankfurt,low,2013-05-01
MER-01586,Merchant_1586,online_gambling,RO,Bucharest,high,2015-10-01
MER-01587,Merchant_1587,wire_transfer,UA,Odessa,high,2018-02-01
MER-01588,Merchant_1588,entertainment,RO,Cluj,high,2013-06-01
MER-01589,Merchant_1589,restaurant,BR,Sao Paulo,low,2011-02-01
MER-01590,Merchant_1590,utilities,NG,Abuja,high,2019-03-01
MER-01591,Merchant_1591,gas_station,RO,Cluj,high,2023-07-01
MER-01592,Merchant_1592,online_gambling,CN,Shanghai,high,2016-11-01
MER-01593,Merchant_1593,wire_transfer,UA,Odessa,high,2012-06-01
MER-01594,Merchant_1594,jewelry,UK,Manchester,high,2023-11-01
MER-01595,Merchant_1595,healthcare,RU,Moscow,high,2014-01-01
MER-01596,Merchant_1596,restaurant,DE,Frankfurt,low,2011-06-01
MER-01597,Merchant_1597,electronics,PH,Cebu,high,2014-06-01
MER-01598,Merchant_1598,jewelry,IN,Delhi,high,2018-12-01
MER-01599,Merchant_1599,healthcare,US,Dallas,low,2011-05-01
MER-01600,Merchant_1600,wire_transfer,US,Houston,high,2015-11-01
MER-01601,Merchant_1601,wire_transfer,NG,Lagos,high,2024-12-01
MER-01602,Merchant_1602,online_retail,UK,Manchester,low,2016-02-01
MER-01603,Merchant_1603,jewelry,IN,Mumbai,high,2023-07-01
MER-01604,Merchant_1604,jewelry,US,Dallas,high,2010-09-01
MER-01605,Merchant_1605,jewelry,PH,Manila,high,2016-06-01
MER-01606,Merchant_1606,electronics,CA,Vancouver,low,2015-09-01
MER-01607,Merchant_1607,wire_transfer,UK,Birmingham,high,2021-10-01
MER-01608,Merchant_1608,online_retail,US,Chicago,low,2023-05-01
MER-01609,Merchant_1609,wire_transfer,DE,Munich,high,2015-11-01
MER-01610,Merchant_1610,utilities,RU,St Petersburg,high,2016-09-01
MER-01611,Merchant_1611,electronics,UK,Manchester,low,2015-03-01
MER-01612,Merchant_1612,utilities,IN,Mumbai,low,2022-09-01
MER-01613,Merchant_1613,jewelry,RU,St Petersburg,high,2020-05-01
MER-01614,Merchant_1614,grocery,UK,Birmingham,low,2017-11-01
MER-01615,Merchant_1615,crypto_exchange,CA,Toronto,high,2019-08-01
MER-01616,Merchant_1616,entertainment,DE,Munich,low,2023-03-01
MER-01617,Merchant_1617,crypto_exchange,UK,London,high,2024-12-01
MER-01618,Merchant_1618,crypto_exchange,DE,Berlin,high,2010-05-01
MER-01619,Merchant_1619,grocery,NG,Abuja,high,2018-08-01
MER-01620,Merchant_1620,wire_transfer,PH,Cebu,high,2017-10-01
